Time,CTS
2024-02-15 01:00:00,8.940000000000001
2024-02-15 01:15:00,10.41
2024-02-15 01:30:00,9.329999999999998
2024-02-15 01:45:00,8.629999999999999
2024-02-15 02:00:00,7.609999999999999
2024-02-15 02:15:00,6.689999999999998
2024-02-15 02:30:00,6.469999999999999
2024-02-15 02:45:00,-6.820000000000004
2024-02-15 03:00:00,-5.059999999999999
2024-02-15 03:15:00,-15.379999999999999
2024-02-15 03:30:00,-0.28999999999999915
2024-02-15 03:45:00,4.75
2024-02-15 04:00:00,-5.880000000000003
2024-02-15 04:15:00,-19.489999999999995
2024-02-15 04:30:00,-1.779999999999994
2024-02-15 04:45:00,-6.029999999999994
2024-02-15 05:00:00,12.279999999999994
2024-02-15 05:15:00,-29.730000000000004
2024-02-15 05:30:00,-35.24
2024-02-15 05:45:00,9.479999999999997
